Year,Day,Month,Close,Open,High,Low,Volume,Mean,Mediam,Up/Down,Percetage Change(%)
2004,30,8,102.010172,105.280178,105.490184,102.010172,5221400,102.010172,102.010172,,
2004,31,8,102.370175,102.300173,103.71018,102.160177,4941200,102.1901735,102.1901735,0.35290892363166737,-5.366376833799369
2004,1,9,100.250171,102.700174,102.97018,99.670169,9181600,101.543506,102.010172,-2.070919581802033,85.81721039423623
2004,2,9,101.510173,99.190173,102.370175,98.94017,15190400,101.53517275,101.7601725,1.256857706507053,65.44393134094275
2004,3,9,100.010169,100.950174,101.740174,99.320168,5176800,101.230172,101.510173,-1.4776883495213777,-65.92058141984411
2004,7,9,101.580175,101.010175,102.000178,99.610169,5875200,101.28850583333333,101.545174,1.5698463623234016,13.49095966620306
2004,8,9,102.300173,100.740176,103.03018,100.500174,5009200,101.43302971428571,101.580175,0.7087977550737756,-14.739923747276684
2004,9,9,102.310174,102.530174,102.710175,101.000173,4080900,101.54267275,101.7951735,0.009776132050132169,-18.531901301605046
2004,10,9,105.330177,101.600178,106.560183,101.300176,8740200,101.96350655555555,102.010172,2.9518110290771338,114.17334411526868
2004,13,9,107.500188,106.630185,108.410189,106.460185,7881300,102.51717470000001,102.15517249999999,2.0601987595634474,-9.827006246996639
2004,14,9,111.490192,107.450181,112.000192,106.790184,10880300,103.33290354545456,102.300173,3.7116251368788378,38.05209800413638
2004,15,9,112.000192,110.560189,114.230195,110.200186,10763900,104.05517758333333,102.3051735,0.4574393413906863,-1.0698234423683117
2004,16,9,113.970198,112.340192,115.800201,111.650191,9310200,104.81787146153846,102.310174,1.7589309132612918,-13.505327994500139
2004,17,9,117.4902,114.420198,117.4902,113.550195,9517400,105.72303778571428,102.3401745,3.0885284589924122,2.225516100620828
2004,20,9,119.360208,116.950204,121.600205,116.770202,10679200,106.63218246666666,102.370175,1.5916289188374844,12.207115388656575
2004,21,9,117.840202,119.810208,120.420206,117.510203,7263000,107.3326836875,103.850176,-1.2734612526814626,-31.98928758708518
